race_norm,driver,lap,lap_time_s,cum_time_s,gap_to_leader,gap_to_next,gap_to_prev,pit_time_s,lap_time_before,lap_time_after,delta_after_vs_before_s,pit_time_norm
,driver_032,45,87.671,3966.719,99.561,16.276,5.14,,,,,
,driver_032,45,88.104,3997.278,67.595,7.344,5.57,,,,,
,driver_032,45,76.186,3651.525,45.361,7.252,3.129,,,,,
,driver_032,45,86.558,3968.65,35.787,3.028,9.206,,,,,
,driver_032,45,97.465,4347.035,89.328,0.701,3.859,,,,,
,driver_032,45,75.004,3558.282,71.587,4.185,13.163,,,,,
,driver_032,45,86.328,3941.128,9.642,6.543,0.828,,,,,
,driver_032,45,101.295,4621.173,33.449,0.475,14.744,,,,,
,driver_032,45,79.1,3623.342,9.959,18.135,9.959,,,,,
,driver_032,45,116.746,4324.776,89.454,131.125,9.614,,,,,
,driver_032,45,84.408,3877.88,85.938,0.595,12.31,,,,,
,driver_032,45,95.591,4651.312,66.18,2.946,2.312,,,,,
,driver_032,45,84.822,3868.063,79.677,17.362,49.589,,,,,
,driver_032,45,72.133,3798.501,13.369,10.77,5.609,,,,,
,driver_032,45,120.249,4433.969,172.264,1.803,3.44,,,,,
,driver_032,45,86.439,3963.883,104.498,5.502,6.886,,,,,
,driver_032,45,93.827,4197.002,96.479,45.614,2.437,,,,,
,driver_032,45,131.381,3785.057,58.493,3.177,1.824,,,,,
,driver_032,45,72.898,3436.812,60.494,16.536,0.098,,,,,
,driver_032,45,101.233,4703.711,51.94,8.295,20.136,,,,,
,driver_032,45,79.823,3627.484,47.327,25.717,1.576,,,,,
,driver_032,45,82.606,3668.882,0.0,38.461,,,,,,
,driver_032,45,76.538,3670.804,68.054,15.367,33.341,,,,,
,driver_032,45,81.196,3753.012,46.125,17.361,6.258,,,,,
,driver_032,45,89.027,4061.863,45.783,4.487,18.736,,,,,
,driver_032,45,105.605,4738.598,70.568,53.654,12.108,,,,,
,driver_032,45,141.859,4803.565,181.446,167.603,1.784,,,,,
,driver_032,45,82.056,3732.635,45.569,12.429,0.625,,,,,
,driver_032,45,88.868,3600.314,0.0,1.511,,,,,,
,driver_032,45,109.179,4937.343,33.926,7.591,22.474,,,,,
,driver_032,45,85.053,3870.451,0.751,52.826,0.751,,,,,
,driver_032,45,79.245,3576.236,59.646,9.958,7.568,,,,,
,driver_032,45,84.704,3952.632,130.639,2.322,2.261,,,,,
,driver_032,45,95.213,4394.614,81.95,0.526,1.603,,,,,
,driver_032,45,95.1,4452.723,182.617,23.235,14.3,,,,,
,driver_032,45,85.796,4097.747,47.313,5.796,2.697,,,,,
,driver_032,45,77.011,3705.696,191.224,0.637,14.553,,,,,
,driver_032,45,86.185,3969.352,97.874,3.757,5.406,,,,,
,driver_032,45,74.122,3413.206,51.339,11.179,5.966,,,,,
,driver_032,45,106.343,4760.679,62.806,0.671,16.689,,,,,
,driver_032,45,89.25,4078.193,85.889,3.448,24.018,,,,,
,driver_032,45,84.452,3770.76,56.796,8.152,5.853,,,,,
,driver_032,45,91.479,4424.845,11.409,20.792,2.878,,,,,
,driver_032,45,80.887,3641.372,95.361,2.04,7.861,,,,,
,driver_032,45,78.181,3721.531,49.083,0.667,1.738,,,,,
,driver_032,45,84.072,3829.918,86.931,1.456,7.548,,,,,
,driver_032,45,84.458,3874.609,107.007,20.572,26.653,,,,,
,driver_032,45,82.58,3815.319,99.723,12.57,1.715,,,,,
,driver_032,45,105.119,4765.102,122.335,10.96,4.714,,,,,
,driver_032,45,80.185,3713.969,51.585,3.535,6.114,,,,,
,driver_032,45,82.781,4598.213,506.906,,369.19,,,,,
,driver_032,45,88.433,3861.053,2.59,0.738,2.59,,,,,
,driver_032,45,88.116,4630.966,43.893,0.497,1.009,,,,,
,driver_032,45,87.864,4081.06,111.112,13.305,21.948,,,,,
,driver_032,45,78.01,3643.084,74.513,2.92,0.711,,,,,
,driver_032,45,93.208,4284.657,100.519,57.137,16.297,,,,,
,driver_032,45,84.923,3876.155,128.251,85.64,17.712,,,,,
,driver_032,45,87.087,4307.684,80.26,9.323,65.075,,,,,
,driver_032,45,81.045,3706.319,99.76,2.059,1.381,,,,,
,driver_032,45,79.853,3673.393,102.443,9.598,4.203,,,,,
,driver_032,45,89.035,4297.509,0.0,9.105,,,,,,
,driver_032,45,90.425,4125.662,0.0,19.88,,,,,,
,driver_032,45,115.5,4416.094,75.687,12.277,2.383,,,,,
,driver_032,45,79.572,3645.656,112.898,6.823,4.627,,,,,
,driver_032,45,84.017,3863.241,54.177,17.57,0.06,,,,,
,driver_032,45,97.437,5004.38,49.814,0.437,0.679,,,,,
,driver_032,45,72.575,3431.823,52.82,4.73,18.501,,,,,
,driver_032,45,102.373,4718.377,168.963,48.038,3.104,,,,,
,driver_032,45,160.182,3763.158,182.882,27.052,49.798,,,,,
,driver_032,45,120.654,5181.955,47.537,3.364,16.639,,,,,
,driver_032,45,88.055,3953.071,78.029,20.38,22.291,,,,,
,driver_032,45,107.306,4850.562,2.578,4.608,2.151,,,,,
,driver_032,45,87.11,3806.56,0.0,16.487,,,,,,
,driver_032,45,83.409,3783.828,24.003,21.987,24.003,,,,,
,driver_032,45,96.811,4451.878,74.527,7.938,26.364,,,,,
,driver_032,45,90.912,4580.177,77.864,5.601,7.938,,,,,
,driver_032,45,79.049,3590.509,96.079,15.189,4.068,,,,,
,driver_032,45,77.885,3591.179,82.194,3.176,2.565,,,,,
,driver_032,45,87.416,3827.691,92.737,1.724,1.302,,,,,
,driver_032,45,73.156,3435.456,58.569,75.809,3.698,,,,,
,driver_032,45,81.721,3726.766,63.008,2.35,13.524,,,,,
,driver_032,45,83.356,3834.88,151.174,14.103,0.506,,,,,
,driver_032,45,80.947,3745.556,118.887,5.885,29.757,,,,,
,driver_032,45,81.057,3625.368,57.314,9.843,35.536,,,,,
,driver_032,45,107.243,4068.237,5.508,5.576,5.508,,,,,
,driver_032,45,89.401,4187.26,110.776,3.753,3.677,,,,,
,driver_032,45,87.152,4058.325,60.952,5.238,8.479,,,,,
,driver_032,45,83.101,3952.556,43.301,2.177,12.057,,,,,
,driver_032,45,77.831,3684.486,94.166,92.343,1.576,,,,,
,driver_032,45,76.633,3562.187,117.361,51.666,19.354,,,,,
,driver_032,45,79.193,3696.69,232.522,25.335,45.678,,,,,
,driver_032,45,76.101,3516.121,93.543,37.872,0.788,,,,,
,driver_032,45,79.243,3762.066,139.835,163.457,11.722,,,,,
,driver_032,45,94.554,4460.443,50.561,0.635,13.002,,,,,
,driver_032,45,91.539,4123.467,75.046,0.533,6.023,,,,,
,driver_032,45,110.792,5041.992,74.689,26.101,10.856,,,,,
,driver_032,45,89.743,4649.7,31.328,0.923,5.715,,,,,
,driver_032,45,82.005,3622.253,121.203,1.272,12.895,,,,,
,driver_032,45,88.838,4093.348,84.352,4.95,4.682,,,,,
,driver_032,45,88.594,4034.043,119.137,23.07,14.133,,,,,
,driver_032,45,96.547,4385.697,91.884,0.591,19.31,,,,,
,driver_032,45,85.042,4727.352,34.246,2.705,3.851,,,,,
,driver_032,45,70.644,3385.577,52.247,0.584,25.967,,,,,
,driver_032,45,82.654,3576.594,157.095,,24.639,,,,,
,driver_032,45,100.981,4559.761,97.017,1.008,0.692,,,,,
,driver_032,45,104.162,4655.889,89.757,6.3,14.622,,,,,
,driver_032,45,96.666,4392.101,111.89,0.596,20.513,,,,,
,driver_032,45,116.254,4178.33,60.472,11.291,7.012,,,,,
,driver_032,45,85.919,3954.116,113.194,11.998,46.68,,,,,
,driver_032,45,102.343,4695.66,79.22,12.52,1.291,,,,,
,driver_032,45,81.302,3691.145,20.385,0.661,20.385,,,,,
,driver_032,45,74.2,3346.527,0.0,3.038,,,,,,
,driver_032,45,95.457,4326.151,0.0,1.034,,,,,,
,driver_032,45,82.09,3761.423,0.0,24.717,,,,,,
,driver_032,45,81.645,3727.374,0.0,17.383,,,,,,
,driver_032,46,79.216,3701.469,123.42,3.074,13.698,,,,,
,driver_032,46,94.96,4419.736,90.935,1.325,9.794,,,,,
,driver_032,46,97.83,4382.487,100.424,55.548,21.722,,,,,
,driver_032,46,109.112,4143.155,122.367,1.65,34.529,,,,,
,driver_032,46,74.134,3487.34,52.613,12.41,5.557,,,,,
,driver_032,46,93.087,3856.245,185.549,28.692,30.092,,,,,
,driver_032,46,86.094,4049.977,106.21,26.906,6.745,,,,,
,driver_032,46,104.629,3889.686,63.384,0.869,7.388,,,,,
,driver_032,46,83.34,3918.22,153.559,15.549,0.589,,,,,
,driver_032,46,109.291,4062.362,88.01,0.751,1.658,,,,,
,driver_032,46,88.405,4385.914,0.0,11.017,,,,,,
,driver_032,46,85.285,4153.522,3.296,7.475,3.296,,,,,
,driver_032,46,79.472,3702.814,9.434,21.757,9.434,,,,,
,driver_032,46,79.176,3724.832,111.311,6.898,5.263,,,,,
,driver_032,46,87.746,3963.901,133.811,86.419,21.712,,,,,
,driver_032,46,96.4,4482.097,92.857,0.484,21.245,,,,,
,driver_032,46,96.15,4548.873,184.562,25.702,13.665,,,,,
,driver_032,46,84.705,4182.452,47.842,5.78,3.096,,,,,
,driver_032,46,106.705,3934.396,117.636,17.288,15.024,,,,,
,driver_032,46,83.756,3913.674,89.173,1.561,5.897,,,,,
,driver_032,46,81.207,3826.763,119.888,6.163,30.988,,,,,
,driver_032,46,82.75,3773.895,22.468,0.574,22.468,,,,,
,driver_032,46,84.093,3945.146,1.026,1.322,1.026,,,,,
,driver_032,46,88.69,4182.038,85.35,3.945,5.021,,,,,
,driver_032,46,78.014,3748.818,70.938,14.231,35.541,,,,,
,driver_032,46,96.84,4488.941,113.775,0.655,21.929,,,,,
,driver_032,46,80.492,3705.86,55.809,10.224,37.892,,,,,
,driver_032,46,82.753,3866.581,23.926,22.8,23.926,,,,,
,driver_032,46,84.223,3954.674,1.15,52.939,1.15,,,,,
,driver_032,46,77.767,3639.954,119.278,71.23,20.822,,,,,
,driver_032,46,103.322,3809.018,219.619,17.293,26.343,,,,,
,driver_032,46,102.654,4821.031,172.316,46.796,3.219,,,,,
,driver_032,46,85.883,4055.235,96.895,4.023,5.308,,,,,
,driver_032,46,84.599,3846.022,0.0,25.109,,,,,,
,driver_032,46,79.15,3763.636,96.335,77.015,1.919,,,,,
,driver_032,46,78.332,3654.568,60.287,9.775,7.412,,,,,
,driver_032,46,84.532,4037.164,133.884,2.025,2.033,,,,,
,driver_032,46,75.514,3591.635,95.728,3.252,1.464,,,,,
,driver_032,46,94.311,4745.623,57.778,2.881,2.393,,,,,
,driver_032,46,71.213,3456.79,51.635,0.915,25.026,,,,,
,driver_032,46,79.562,3841.628,143.623,165.082,13.53,,,,,
,driver_032,46,84.706,3952.769,81.093,17.122,51.165,,,,,
,driver_032,46,87.629,4084.907,69.019,6.852,6.117,,,,,
,driver_032,46,100.163,4659.924,98.436,2.03,0.828,,,,,
,driver_032,46,94.486,4554.929,50.585,0.629,14.436,,,,,
,driver_032,46,98.976,4295.978,85.436,42.854,8.451,,,,,
,driver_032,46,81.518,3808.284,61.167,2.723,13.752,,,,,
,driver_032,46,72.926,3509.738,60.352,17.239,2.678,,,,,
,driver_032,46,106.879,4762.768,95.201,7.304,16.49,,,,,
,driver_032,46,82.237,3897.556,100.908,14.075,1.315,,,,,
,driver_032,46,80.865,3708.349,28.643,26.02,2.284,,,,,
,driver_032,46,103.448,3874.208,78.841,61.173,3.58,,,,,
,driver_032,46,98.589,3698.903,18.123,13.732,18.123,,,,,
,driver_032,46,80.612,3749.494,0.0,37.407,,,,,,
,driver_032,46,94.586,4420.737,0.0,1.353,,,,,,
,driver_032,46,88.205,4719.171,45.788,0.377,0.548,,,,,
,driver_032,46,87.601,4168.661,112.122,15.276,20.989,,,,,
,driver_032,46,84.689,3962.569,86.803,0.633,12.733,,,,,
,driver_032,46,90.428,4670.605,65.985,4.875,8.283,,,,,
,driver_032,46,165.218,4968.783,172.61,167.827,1.394,,,,,
,driver_032,46,82.101,3814.736,41.246,11.886,0.607,,,,,
,driver_032,46,83.483,3674.662,88.191,6.377,0.326,,,,,
,driver_032,46,85.959,4052.678,100.799,17.731,4.523,,,,,
,driver_032,46,86.84,4394.524,81.932,9.412,65.518,,,,,
,driver_032,46,72.853,3508.309,60.058,15.621,4.418,,,,,
,driver_032,46,85.878,4039.994,112.971,13.334,44.37,,,,,
,driver_032,46,82.439,4680.652,509.196,,367.855,,,,,
,driver_032,46,102.983,4798.643,79.471,12.877,0.74,,,,,
,driver_032,46,84.641,3947.882,55.483,16.417,26.433,,,,,
,driver_032,46,78.141,3799.672,48.88,0.763,3.124,,,,,
,driver_032,46,96.726,5101.106,52.802,0.43,5.44,,,,,
,driver_032,46,95.077,4489.691,81.995,0.513,0.645,,,,,
,driver_032,46,78.888,3669.397,96.966,15.314,8.477,,,,,
,driver_032,46,75.516,3727.041,45.846,7.481,2.954,,,,,
,driver_032,46,104.025,4842.623,72.978,53.15,12.907,,,,,
,driver_032,46,91.339,4214.806,76.999,0.555,6.154,,,,,
,driver_032,46,104.899,3911.459,3.618,11.919,3.618,,,,,
,driver_032,46,89.871,4277.131,111.577,5.52,35.872,,,,,
,driver_032,46,86.333,4144.658,60.536,6.082,6.959,,,,,
,driver_032,46,78.547,3721.631,76.502,2.515,0.731,,,,,
,driver_032,46,77.013,3508.836,57.899,0.347,23.614,,,,,
,driver_032,46,71.958,3870.459,14.683,12.63,6.54,,,,,
,driver_032,46,94.955,4528.924,150.815,3.085,2.772,,,,,
,driver_032,46,90.762,4269.092,60.554,12.074,7.567,,,,,
,driver_032,46,75.139,3633.421,71.855,3.739,14.058,,,,,
,driver_032,46,86.146,4027.274,9.621,6.392,0.785,,,,,
,driver_032,46,91.929,4516.774,13.031,20.271,4.143,,,,,
,driver_032,46,110.448,5152.44,75.052,28.815,10.371,,,,,
,driver_032,46,91.052,4216.714,0.0,19.745,,,,,,
,driver_032,46,96.424,4548.302,74.162,7.393,25.537,,,,,
,driver_032,46,88.916,4738.616,33.283,1.294,6.524,,,,,
