race_norm,driver,lap,lap_time_s,cum_time_s,gap_to_leader,gap_to_next,gap_to_prev,pit_time_s,lap_time_before,lap_time_after,delta_after_vs_before_s,pit_time_norm
,driver_013,58,88.456,5201.586,242.177,,20.281,,,,,
,driver_013,58,76.441,4532.4,98.243,0.633,16.499,,,,,
,driver_013,58,89.066,5208.206,52.879,18.418,15.087,,,,,
,driver_013,58,91.038,5330.265,2.645,21.64,2.645,,,,,
,driver_013,58,81.344,5015.269,58.743,9.747,2.733,,,,,
,driver_013,58,92.274,5516.722,166.788,162.126,8.803,,,,,
,driver_013,58,80.444,4730.788,51.022,33.373,5.726,,,,,
,driver_013,58,86.891,5111.455,11.554,105.266,1.194,,,,,
,driver_013,58,82.913,4956.648,53.737,5.122,16.508,,,,,
,driver_013,58,84.787,5658.913,163.508,0.776,17.37,,,,,
,driver_013,58,83.686,4947.851,130.361,0.643,6.478,,,,,
,driver_013,58,78.91,4686.803,112.292,2.626,1.987,,,,,
,driver_013,58,84.482,4933.215,11.687,18.283,11.335,,,,,
,driver_013,58,96.596,5503.881,95.508,4.42,18.809,,,,,
,driver_013,58,90.769,5391.415,27.147,29.008,4.159,,,,,
,driver_013,58,81.824,4812.708,68.817,16.075,5.513,,,,,
,driver_013,58,82.286,4769.414,134.723,0.361,42.758,,,,,
,driver_013,58,77.06,4570.62,62.58,6.979,1.241,,,,,
,driver_013,58,71.759,4752.971,58.489,1.387,0.941,,,,,
,driver_013,58,78.609,4516.562,50.075,50.095,19.654,,,,,
,driver_013,58,75.623,4515.967,179.442,,11.401,,,,,
,driver_013,58,91.203,5424.563,54.304,11.541,16.133,,,,,
,driver_013,58,83.937,5379.214,0.0,6.411,,,,,,
,driver_013,58,89.452,5318.852,26.523,17.505,12.447,,,,,
,driver_013,58,93.223,5184.848,0.0,6.714,,,,,,
,driver_013,58,95.553,5636.439,25.402,0.881,2.305,,,,,
,driver_013,58,86.098,5160.323,37.895,0.871,2.179,,,,,
,driver_013,58,78.536,4614.998,60.249,24.231,3.277,,,,,
,driver_013,58,79.486,4582.299,27.227,8.989,1.529,,,,,
,driver_013,58,83.87,4907.429,64.695,2.113,15.822,,,,,
,driver_013,58,83.336,4821.04,84.597,1.123,0.655,,,,,
,driver_013,58,83.763,4859.665,99.631,11.839,24.771,,,,,
,driver_013,58,85.348,5132.756,78.036,1.574,2.752,,,,,
,driver_013,58,76.223,4573.621,39.015,18.039,1.413,,,,,
,driver_013,58,80.092,4748.682,0.941,1.809,0.941,,,,,
,driver_013,58,114.125,7120.428,8.376,6.178,8.376,,,,,
,driver_013,58,89.258,5376.171,82.137,9.785,3.262,,,,,
,driver_013,58,83.607,4936.151,50.314,2.161,5.829,,,,,
,driver_013,58,77.106,4605.604,118.821,5.328,5.075,,,,,
,driver_013,58,152.873,5655.784,0.0,0.807,,,,,,
,driver_013,58,81.114,4808.062,110.481,13.818,1.97,,,,,
,driver_013,58,77.699,4598.144,101.756,2.089,1.541,,,,,
,driver_013,58,75.208,4425.198,23.801,2.873,10.577,,,,,
,driver_013,58,95.842,5612.108,117.017,22.841,13.808,,,,,
,driver_013,58,77.946,4767.819,92.428,3.504,3.447,,,,,
,driver_013,58,93.238,5470.414,169.951,0.805,1.028,,,,,
,driver_013,58,93.014,5484.855,81.63,1.129,13.181,,,,,
,driver_013,58,78.615,4711.994,109.339,9.053,3.989,,,,,
,driver_013,58,86.445,5158.733,35.469,12.243,8.261,,,,,
,driver_013,58,75.493,4482.186,39.742,0.878,0.314,,,,,
,driver_013,58,89.318,5459.741,49.867,2.205,3.342,,,,,
,driver_013,58,80.426,5636.438,60.299,13.413,3.986,,,,,
,driver_013,58,78.169,4584.368,60.371,5.886,3.734,,,,,
,driver_013,58,88.474,5343.416,12.334,33.574,6.678,,,,,
,driver_013,58,76.886,4521.536,34.341,14.219,1.935,,,,,
,driver_013,58,74.596,4470.939,95.679,2.848,8.889,,,,,
,driver_013,58,79.696,4696.02,73.965,14.732,2.99,,,,,
,driver_013,58,77.201,4895.001,5.565,40.255,5.565,,,,,
,driver_013,58,86.135,5213.479,165.325,15.346,1.205,,,,,
,driver_013,58,71.413,4309.449,41.223,19.14,27.872,,,,,
,driver_013,58,85.697,5153.365,317.964,18.699,46.34,,,,,
,driver_013,58,82.278,4910.36,133.294,34.948,10.5,,,,,
,driver_013,58,76.688,4586.227,100.035,6.085,12.209,,,,,
,driver_013,58,77.914,4824.745,5.707,40.081,5.3,,,,,
,driver_013,58,106.56,13648.312,9.633,12.294,1.845,,,,,
,driver_013,58,81.304,6530.801,8.053,0.468,0.76,,,,,
,driver_013,58,111.415,6659.331,26.416,9.177,4.426,,,,,
,driver_013,58,84.565,5283.003,47.749,3.625,16.685,,,,,
,driver_013,58,91.951,6449.046,54.391,5.291,4.048,,,,,
,driver_013,58,79.887,4778.942,111.163,1.277,2.566,,,,,
,driver_013,58,86.314,5126.355,70.598,,2.062,,,,,
,driver_013,58,88.54,4856.415,21.393,16.116,21.393,,,,,
,driver_013,58,80.812,4930.764,10.459,2.523,5.147,,,,,
,driver_013,58,89.514,5031.469,86.121,22.902,29.902,,,,,
,driver_013,58,87.916,4936.976,90.278,20.734,3.656,,,,,
,driver_013,58,90.126,5322.449,229.126,,35.249,,,,,
,driver_013,58,87.044,5094.07,72.317,13.027,20.1,,,,,
,driver_013,58,96.11,5101.787,117.367,60.58,1.062,,,,,
,driver_013,58,74.361,4433.71,98.798,1.13,6.847,,,,,
,driver_013,58,110.033,6773.454,30.427,9.518,1.792,,,,,
,driver_013,58,94.721,5476.989,59.431,1.426,11.892,,,,,
,driver_013,58,90.846,5649.565,0.0,2.139,,,,,,
,driver_013,58,80.474,4802.806,60.548,0.548,0.692,,,,,
,driver_013,58,78.217,4701.794,95.359,3.732,7.8,,,,,
,driver_013,58,102.002,5099.778,0.0,10.674,,,,,,
,driver_013,58,78.919,4992.495,13.853,7.938,3.904,,,,,
,driver_013,58,89.556,5768.449,48.024,0.721,1.452,,,,,
,driver_013,58,86.017,5062.612,110.861,2.398,1.046,,,,,
,driver_013,58,92.21,9770.21,34.424,,3.414,,,,,
,driver_013,59,112.07,6771.401,27.211,7.364,5.858,,,,,
,driver_013,59,77.3,4856.242,111.793,6.319,0.527,,,,,
,driver_013,59,79.158,4765.961,112.211,2.695,2.07,,,,,
,driver_013,59,98.553,5602.434,95.786,,24.257,,,,,
,driver_013,59,86.014,5172.326,81.851,6.266,36.944,,,,,
,driver_013,59,81.799,4598.361,55.851,48.411,24.744,,,,,
,driver_013,59,82.706,4993.066,134.97,35.849,11.221,,,,,
,driver_013,59,86.927,5180.997,72.034,13.146,20.447,,,,,
,driver_013,59,76.139,4649.76,30.4,19.656,0.679,,,,,
,driver_013,59,89.802,5398.739,72.031,9.985,2.499,,,,,
,driver_013,59,114.675,7235.103,8.959,6.268,8.959,,,,,
,driver_013,59,78.051,4790.045,110.77,9.293,3.481,,,,,
,driver_013,59,89.685,5858.134,49.198,0.751,1.675,,,,,
,driver_013,59,84.712,5147.324,112.567,2.963,0.243,,,,,
,driver_013,59,83.188,5039.836,53.473,6.087,19.199,,,,,
,driver_013,59,83.261,5742.174,163.554,2.308,20.294,,,,,
,driver_013,59,73.597,4650.809,28.39,1.314,1.491,,,,,
,driver_013,59,79.244,4695.989,74.873,6.908,11.097,,,,,
,driver_013,59,76.008,4501.206,24.741,1.944,12.037,,,,,
,driver_013,59,80.811,5011.575,10.983,2.403,6.03,,,,,
,driver_013,59,91.788,5028.764,99.277,12.678,12.273,,,,,
,driver_013,59,95.008,5688.628,77.663,29.632,11.651,,,,,
,driver_013,59,79.813,4749.545,150.47,13.654,24.657,,,,,
,driver_013,59,76.006,4608.406,99.056,0.806,15.968,,,,,
,driver_013,59,93.633,5564.047,174.005,0.542,0.667,,,,,
,driver_013,59,77.092,4672.434,26.163,10.333,2.222,,,,,
,driver_013,59,84.344,5195.799,13.731,107.958,1.134,,,,,
,driver_013,59,70.357,4451.822,30.07,1.314,20.657,,,,,
,driver_013,59,77.965,4662.333,60.393,5.93,3.755,,,,,
,driver_013,59,89.941,5550.408,654.687,,416.143,,,,,
,driver_013,59,89.447,5297.653,54.937,20.08,16.05,,,,,
,driver_013,59,84.086,4943.751,101.383,10.617,27.267,,,,,
,driver_013,59,86.91,5231.002,26.119,2.416,0.527,,,,,
,driver_013,59,81.115,6611.916,8.032,0.629,0.519,,,,,
,driver_013,59,117.854,6999.532,73.187,0.576,8.385,,,,,
,driver_013,59,99.645,5475.816,92.686,13.945,0.108,,,,,
,driver_013,59,91.523,9861.733,38.563,,5.093,,,,,
,driver_013,59,77.84,4675.984,101.872,3.064,1.332,,,,,
,driver_013,59,78.455,4693.453,61.006,24.672,3.363,,,,,
,driver_013,59,76.751,4598.287,33.99,15.908,1.844,,,,,
,driver_013,59,75.324,4510.402,9.473,13.047,9.473,,,,,
,driver_013,59,85.248,5298.727,168.744,14.169,1.163,,,,,
,driver_013,59,70.754,4380.203,41.839,18.887,29.077,,,,,
,driver_013,59,85.101,5217.857,79.257,1.104,2.907,,,,,
,driver_013,59,110.157,6883.611,31.993,11.995,1.906,,,,,
,driver_013,59,76.308,4714.663,16.627,2.195,0.773,,,,,
,driver_013,59,120.262,13768.574,3.79,1.304,2.107,,,,,
,driver_013,59,76.29,4577.281,0.0,13.047,,,,,,
,driver_013,59,84.741,5017.956,11.617,18.102,11.183,,,,,
,driver_013,59,74.515,4545.454,93.195,3.084,8.729,,,,,
,driver_013,59,76.769,4971.77,4.807,41.633,4.807,,,,,
,driver_013,59,88.144,5119.613,89.655,20.798,34.077,,,,,
,driver_013,59,84.727,5278.425,46.567,11.158,0.399,,,,,
,driver_013,59,85.711,5144.843,128.58,68.069,25.831,,,,,
,driver_013,59,78.019,4845.838,91.314,5.719,3.393,,,,,
,driver_013,59,83.638,4916.87,179.017,17.939,9.866,,,,,
,driver_013,59,84.338,5463.552,0.0,7.106,,,,,,
,driver_013,59,111.929,6924.161,5.69,23.828,5.69,,,,,
,driver_013,59,78.084,4779.878,94.775,3.903,7.63,,,,,
,driver_013,59,80.042,4828.724,1.208,1.428,1.208,,,,,
,driver_013,59,96.095,6005.613,25.128,0.358,19.249,,,,,
,driver_013,59,76.706,4667.083,31.399,3.169,21.55,,,,,
,driver_013,59,78.984,5071.479,12.965,8.623,1.968,,,,,
,driver_013,59,74.759,4784.942,92.165,10.203,7.563,,,,,
,driver_013,59,86.218,5789.192,0.0,18.058,,,,,,
,driver_013,59,82.956,5026.995,39.517,33.071,20.817,,,,,
,driver_013,59,83.052,4990.481,64.595,3.026,15.266,,,,,
,driver_013,59,79.423,4775.443,74.604,17.035,3.086,,,,,
,driver_013,59,91.657,5414.106,233.656,,34.863,,,,,
,driver_013,59,74.509,4508.219,100.3,1.167,7.313,,,,,
,driver_013,59,78.331,4772.683,2.286,0.745,2.286,,,,,
,driver_013,59,88.976,5411.356,79.75,0.593,6.338,,,,,
,driver_013,59,89.93,4445.947,45.96,30.05,5.066,,,,,
,driver_013,59,91.963,5608.685,168.689,164.892,8.852,,,,,
,driver_013,59,93.44,5557.189,91.811,5.512,4.902,,,,,
,driver_013,59,84.294,5142.894,152.288,23.552,28.44,,,,,
,driver_013,59,75.888,4556.034,127.071,0.517,3.404,,,,,
,driver_013,59,96.454,6545.5,58.852,4.08,6.614,,,,,
,driver_013,59,77.356,4599.198,33.161,6.837,0.448,,,,,
,driver_013,59,83.03,4904.07,86.82,0.821,0.993,,,,,
,driver_013,59,87.631,5363.586,34.096,2.996,33.326,,,,,
,driver_013,59,89.955,5408.807,26.786,16.833,13.266,,,,,
,driver_013,59,86.264,5244.997,36.633,11.155,9.162,,,,,
,driver_013,59,75.829,4558.015,41.357,0.592,0.586,,,,,
,driver_013,59,88.714,5548.455,51.385,2.637,3.94,,,,,
,driver_013,59,80.594,5717.032,62.173,12.334,3.37,,,,,
,driver_013,59,82.784,5026.028,100.179,42.608,23.209,,,,,
,driver_013,59,79.156,4661.455,28.065,7.741,2.869,,,,,
,driver_013,59,77.324,4647.944,63.429,5.876,1.12,,,,,
,driver_013,59,71.84,4824.811,60.49,1.137,0.673,,,,,
,driver_013,59,85.836,5205.677,64.907,1.646,2.918,,,,,
,driver_013,59,83.941,5020.092,52.221,1.162,7.35,,,,,
,driver_013,59,76.848,4682.452,120.195,5.3,5.21,,,,,
,driver_013,59,87.144,5249.361,147.936,11.867,0.884,,,,,
,driver_013,59,80.012,4967.243,58.237,12.843,3.28,,,,,
,driver_013,59,81.153,4889.215,111.624,13.692,1.697,,,,,
,driver_013,59,79.83,4784.281,110.881,1.848,25.988,,,,,
,driver_013,59,91.194,5482.609,27.496,30.448,3.624,,,,,
,driver_013,59,82.717,4895.425,69.862,14.79,6.759,,,,,
,driver_013,59,97.127,5709.235,120.022,21.849,15.003,,,,,
,driver_013,59,79.549,4848.963,137.844,0.4,44.66,,,,,
,driver_013,59,74.933,4520.586,93.526,2.479,14.375,,,,,
,driver_013,59,85.608,5238.973,321.291,21.499,43.721,,,,,
,driver_013,59,74.902,4590.869,182.755,,14.126,,,,,
,driver_013,59,78.264,4664.491,99.989,6.78,13.381,,,,,
,driver_013,59,87.903,5187.681,0.0,12.969,,,,,,
,driver_013,59,92.696,5537.358,103.34,1.588,2.865,,,,,
,driver_013,59,84.096,5246.377,0.0,12.299,,,,,,
,driver_013,59,82.118,4933.508,49.567,19.518,0.492,,,,,
,driver_013,59,95.242,5731.681,25.352,0.731,2.472,,,,,
,driver_013,59,75.25,4674.613,31.317,2.734,5.612,,,,,
,driver_013,59,84.311,5367.314,48.776,3.165,17.579,,,,,
,driver_013,59,78.106,4976.015,107.444,,57.07,,,,,
,driver_013,59,108.796,6839.897,20.439,1.323,1.67,,,,,
,driver_013,59,85.968,5246.291,37.937,0.736,1.925,,,,,
,driver_013,59,83.239,4939.654,17.818,15.351,17.818,,,,,
,driver_013,59,96.353,5198.14,116.318,62.092,1.263,,,,,
,driver_013,59,78.15,4902.895,4.786,42.411,4.282,,,,,
,driver_013,59,89.572,5355.468,7.715,15.537,7.715,,,,,
,driver_013,59,80.139,4882.945,60.979,0.544,0.584,,,,,
,driver_013,59,81.347,5096.616,60.133,10.145,2.462,,,,,
,driver_013,59,80.566,4811.354,51.51,34.799,5.962,,,,,
,driver_013,59,81.114,4876.161,75.281,3.616,11.357,,,,,
